hindi_text	mundari_text
शिकायतें जो खाद्य विभाग से संबंधित नही है	शिकाइति को खाद्य विभागाते जुड़ागाकान बानोः।
तथ्य यह है कि लगभग 20 कंपन प्रति सेकंड से कम आवृत्ति की ध्वनियाँ मानव कान सुन नहीं सकता।	तथ्य नेआ तनअः चि हला - जोला 20 कंपन प्रति सेकंड ते कोम आवृत्ति रअः सड़ा को होड़ो होनअः लुतुर कए अयुम दड़िआ।
दूसरी ओर मतलूब ने फोन उठाया।	एटा: सा: मतलूब फोन हलंग केदा।
गीत के बारे अच्छी तरह सोच-विचार करने और मुण्डा भाषा शब्दों का सजावट देखने पर इस गीत में सबसे अच्छा अलंकार है।	दुराड. बारे ते माजा लेका उड़ुः विचार लेरे ओड़ोः मुण्डा जागार टुड. कोरेआ सोनोतो लेल लेरे ने दुराड. रे बुगिन उतारड. अलंकार मेना।
इतने में उस देश में बाढ आ गई।	इमनाम रेगे एन दिसुम रे बाड़िदाः हिजुःजाना।
रन्दाय-‘‘बड़ी बड़ी टोकरियों को हमलोग अभी लायेंगे कि कुछ दिन रह जाये ?’’	रनडाए - टुंकिकोदो नाअःगेबु अउइअ चि तइकोःका ?
उर्मिला ने खुद को फिल्मों से अलग कर लिया है।	उर्मिला अएःके फिल्म कोएते बिनगा कनाए।
एसीपी राठी समेत दस को उम्रकैद सुनाई गई।	एसीपी राठी लोःते गेलेआ को उमर साजाईको ओम जाना।
उन्हें जिताना तो हम भी पसन्द नहीं करते।	इनि दड़िका एनादो अलेओ ले मोने जा: लेआ।
सांप के ऊपर से चलकर पर हो गया।	बिंङ देअ चेतन तेको सेन परोम केदा।
हम लड़की की पहचान और नाम नहीं बता रहे हैं।	आले कुड़िरा: पहचान ओड़ो: लुतुम काले उदुबजादा।
राजदीप के नाम एक और गिनीज रिकॉर्ड	राजदीप ताकिना: नुतुम रे ओड़ो: मोयोद गिनीज रिकॉर्ड।
इन गीतों को गा कर, चगानि ने कही- क्यों बहनों, यह बुढ़िया कहानियों को नहीं जानती हैं ऐसा हमलोगों ने कहा था।	नेअको दुरङकेद्, चगानि मेनकेदा - चि, ना! ने बुड़िअ, कतिनि काइङ मुनडितदाए मेनलअः।
ये रंग पौधों तथा खनिजों से बनाए गए थे।	ने रंग दरु-सिंङ, ओड़ो: ओते बितर रेअ: जिनिस को ते बइअ: कन तइकेना ।
ये शुरू - शुरू में बंगला भाषा से सिर्फ गाना बनाता था।	नि एटेः दो बांगला ते दुरङ बई जद तइकेना।
वह गाँव किधर है ?	एन हतु कोते-रेअ ?
कई स्थानों पर गये और जहां भी गये, वहां, अपनी सरलता, विनम्रता, सादगी – उन्होंने सबका दिल जीत लिया |	चिमिन टयद कोरेकिन सेन केना ओड़ोः जॉं ताओ किन सेन केना, एनतअः सरलता, विनम्रता, सादगी - अकिन सोबेन कोअः जी-कुड़म किन हरतिङ केदा।
यह अत्यंत प्रसन्नता की बात है कि महिलाएं, हमारी पदक-तालिका में बहुत प्रभावशाली योगदान दे रही हैं।	नेया इसु पुराः रसिका रअः जगर तना चि कुड़िहोन को, अबुअ पदक-तालिका रे इसु प्रभावशाली देंगा को ओम जदा।
बिशुन- लेकिन किसी कुछ कारण से शायद तुम्हारे नहीं आने पर, हमलोग ठगा जायेंगे।	बिसुन - मेनदो जान जेतन करनते जाअः काम हिजुःजनरेदो, अले बेदाओअ।
चन्देलों के साथ दुर्गावती का भी नाम लिया जाता है।	चन्देल कोलो:ते दुर्गावती ताकिना नुतुमो आगुओताना।
इन दोनों में कोई विरोधाभास नहीं है।	ने बारानाः रे जान बिपिनगा बानोः।
वहीं मेघा जैन जी ने लिखा है कि Ninety Two Year की, 92 साल की एक बुजुर्ग महिला, वर्षों से ग्वालियर रेलवे स्टेशन पर यात्रियों को मुफ्त में पानी पिलाती है | मेघा जी, इस भारत की लक्ष्मी की विनम्रता और करुणा से काफी प्रेरित हुई हैं |	एनतःगे मेघा जैन जी तकिन ओला कदा चि Ninety Two Year रेन, 92 सिरमा उमर रेन मियद बुड़िया होड़ो, चिमिन सिरमाते ग्वालियर रेल टिसन तअः रे हिजु-सेनोः होड़ो कोके मुयः दअः किन ओमाको तना। मेघा जी, ने भारत रेन लक्ष्मीयअः विनम्रता ओड़ो करूणा ते इसु पुरअः सुगड़ा सेसेन होरा नमा कदा किन।
इतना सारा नाच तुमने कहां से सीखा?	कोतागातेम इतु लाः नामिनाङ सुसुन दो?
यह मानसिक विकास में भी सहायक है।	नेया मोन रेअः हनारा रेओ गे देंगाया।
प्रमाण इस प्रकार है- जराडीह, कुदाडीह,जोनोडीह,उलीडीह,मोराबादी,रिचिबुरु,मरंगबुरु, इत्यादि नाम मिल रहा है।	जराडीह, कुदाडीह, जोनोडीह, उलीहातु उलिडीह, मोराबादी रिचिबुरू एमन एमन नुतुम को मेनअः।
ये पत्र मैं अकेले नहीं लिख रहा हूं।	ने सकम अइंग एसकर काइंग ओल तना।
कभी कभी तो गुमराह भी करते हैं।	जां चिमताङ दो होसोड़ोए रिका।
कई प्रखंडो के कार्यालयों में ताले लटके दिखे।	तिसिङ प्रखनडकोआः कामिओड़ाः रे ताला हाकाआकान लेलजाना।
रासलीलादि तो इससे भी बहुत पहले की घटनाएं हैं।	रासिका कजिकमि दो नेया तेओ सिदा रेअः होनोबा तनअः।
किसलिए तुम्हारे से मांग रहे थे, मुझको पता नहीं चल रहा है।’’	चिलकाते अम तअःको असिकेना; काइङ मुनडि दड़ितना।”
आंखों की रोशनी कम हो जाती है।	मेदरा: मासकाल कोमोआ।
इस तरह हमारापहला नाम हमारे जाति का “छोड़ो को” था।	"नेलेकाते दो सिदा उत्तर नुतुम ९ अबुअः जातिरे "" होड़ो"" तइकेना।"
इस वर्ष ये श्रीलंका में हो रहा है।	ने सिरमा एना श्रीलंका रे होबाओ तना।
रुशिनाई वास्तव में प्रगतिशील आंदोलन की रुशिनाई है।	रूषिनाई सारतेगे हाराबुरूओःतान आंदोलन रेन रूशिनाई तानिः।
लेकिन यह एक भ्रम ही है।	मेनदो नेया को सोबेन मियद् डोन्डो उड़ुः तनअः।
तिलका जानता था कि बार-बार हारने वाले अंग्रेज इस बार भी जोरदार हमला करेंगे।	मेन्दो तिलकाए इतुअन तइ केना चि खनेसा हरतिङो तन अंग्रेज को जोर तेगे को हमलाया।
मार-काट करने की निश्चितता हो रही है,	मपअः तुपुइड. रेआ नेनडाओ ताना,
आज 27 मई है, भारत के प्रथम प्रधानमंत्री पंडित जवाहरलाल नेहरु जी की पुण्यतिथि है।	आञाः दुलड़ा दिसुम रेन् होड़ो को। तिसिङ 27 मई तनाः। भारत रेन् सिदाउतर प्रधानमंत्री पंडित जवाहरलाल नेहरू जीअः पुण्यतिथि तनाः।
चेन्नई के लोग और पानी	चेन्नई रेन होड़ो ओड़ोः दअः
वह कलाकार जिसे अदाकारी का प्राण कहते हैं।	एन बइबड़न निः एना बनाई रेअः सांयद कजि तना।
जिसकी वजह से पेंटिंग नहीं कर पा रहा हूं।	ओकोआ मेनते आञ पेंटिंग काञ दाड़िताना।
छोटानागपुर के कुड़मी किसानों से उनकी आजीविका छीन ली गई थी।	छोटानापुर रेन कुड़मी किसान कोआते ओते को रेः जना।
अब इसे प्रभावी ढंग से लागू किया जाएगा।	नअः दो नेअः के असरन लेकाते लागू रिका होबाओअ।
विदेशी करेंसी के चक्कर में गंवाए पौने सात लाख	विदेषी टाका रआः फेर रे पोचोकेदा पौने सात लाख
हंसे दरद नहिं होता कैसी सुन्दर सच्च	लंदा रे हसु का तइना चिलिका बुगिन सनरति।
स्वतंत्रता आंदोलन में हिस्सेदारी के कारण महिलाएँ घरों से बाहर आने लगी थीं।	स्वतंत्रता उल्गुलान रे हिस्सा तईकेन रेअः करणते ओड़ा कोअतेको उड़ुंतन तईकेना।
एनका गे कजि ते कहानि अयुमतन को अयुमाकन गे काको तइ धड़िअ:।	उसी प्रकार गद्यों से कहानी श्रोता कहानी सुनते ही नहीं रह सकता है।
इस तरह से सरकार उनके कामों को भी बांधना शुरू कर दिये थे।	एन लेकाते सरकार इनकुअः कमि कोए तोल एटेः केदा।
मनीष तिवारी वकील हैं और राजनेता भी।	मनीष तिवारी वकील अर राजनेता मेनाई।
जिससे घर के अदंर शारीरिक और मानसिक हिंसा को भोग रही औरतों को कानूनी सूरक्षा दी जा सके ।	जाड.लेकाते ओड़ाराः बितार होड़मोते ओड़ो मोलोड.राः बेगार डांडा-कापिते जिलाजाद कुड़िको कानुनरेअः बड.चाओःको ओमोका।
रात को इन्हें पुछा गया तब वह बताया कि ‘‘मुझेमें न कोई नशा था न कोई पागलपन था परंतु उगे हुए धान देखकर बहुत अधिक खुशी हुई’’।	अयुब् दिपिलि इनिः कुलिजना आदए मेतद्केअ ‘‘अइङरे जेतन बुलओ का बलुओ का तइकेनाः मेनदो ओमोनतन बबा लेलतेगे रसिका जोरकिःङअ’’।
यह कम लागत वाली कार्बन एल्यूमीनियम मैट्रिक्स सामग्री उच्च थर्मल	नेआ कोम गोनोङ राः कार्बन एल्यूमीनियम मैट्रिक्स जिनिस साङगि थर्मल
पुथि रेअ: उनुरूम रे फादर जॉन बापतिस्त हॉफमैन गोमके ने पुथि ओलो: रेअ: अएअ: सनङ लो: ते होड़ो जगर रेअ: विशेषताकोए: उदुब् जमाकदा।	पुस्तक के परिचय में फादर जॉन बापतिस्त हॉफमैन साहब ने इस पुस्तक को लिखने की अपनी रूचि के साथ ही मुण्डारी भाषा की विशेषताओं को भी बताया है।
इस तरह के सपने कभी न हो, मैं यही चाह रहा हॅू।	एनकन कुमु चिउलाओ अलोका होबओः; काइङ सनङतना ।
ज्वाला जी से इसकी दूरी करीब दो किलोमीटर है।	ज्वाला जी ते नेआ बार किलोमीटर साङगि रे मेनाः।
मैंने तो देखना ही बन्द कर दिया है।	आञ दो लेल गे होकाजानाञ।
आगामी पांच साल चीनी अर्थव्यवस्था का अहम रणनीतिक काल होंगे।	हिजु सिरमा चीन रेआ अर्थव्यवस्था जरूड़ु राजनीति सोमोय होबा:ओअ।
क्या के लिए इतना देरी हुआ।	चिअ मेन्ते नमिन हेड़ा कना।
इस तरह का रोग कभी भी नहीं देखने के कारण, इस रोग को मुण्डारी में ‘‘खरखर्राहट की बीमारी’’ नाम दिया गया।	"एनकन रोगो चिउलाओ का लेलअकन रअःते, एन रोगो होड़ोते ""कोरकोर दुकु"" नुतुमजना।"
इतने मेरे बाल सफेद हो रहे हैं, इतने दिनों में भूख से मरते हुए आदमियों को मैंने अभी तक नहीं देखा है, तुमने बहुतों को मरते हुए को देखा होगा।	नमिनङ पनडुउःतनरेओ रेंगेःते गोएअकनको अउरिङ लेलकोअ, अम असिद् लेलअकद्कोअ।
कर्नाटक से मल्लिकार्जुन खड़के भले पहली बार जीते।	कर्नाटक रे मल्लिकार्जुन खड़गे पहिला धाव दडिजाना।
आगे एक बन्दु लता मिली ।	अयर ते सेनोः तन सेनोः तन मियद् दरु किङ्ग नम केदा। एना रे मियद् बन्दु नड़ि नड़िया कन तैकेना।
हमारा जीवन मानवता के लिये है दानवता के लिये नहीं।	आबुआ जीदान मानवता नांगेन ताना दानवता नांगेन कागे।
इसमें समुदाय और बच्चों के मां-बाप की भागीदारी सुनिश्चित की जाएगी।	नेरे समुदाय ओड़ो: होनकोआ एंगा- अपु कोआ जामन रआ जरुडु मेना:।
वर्जन नासिक से प्याज आने लगे हैं।	वर्जन नासिक ते प्याज़ हिजु: एटे: कना
मैं, इस बात पर जोर देना चाहूंगा कि हमारी फौज और हमारे अर्द्ध सैनिक बलों ने शांति और युद्ध के समय हमारे देश की हिफाजत, सम्मान और बहादुरी के साथ की है।	अञ्, ने जागर पूरा: उतर तेंज् जागर तना चि अबुआ पलटान ओड़ो: अर्द्ध सैनिक बल को शांति ओड़ो: गोपोए: सोमए रे अबुआ दिसूम को होरो, माइन ओड़ो: पेड़े: तेको जोगाओ केदा ।
शपथ खाकर किसी सिद्धान्त का त्याग	किरिआ जोम केआते जाआन उनुड़ुः बागे
अब जो पत्र मेरे सामने है, उसमें, दो बड़े फोटो हैं।	नःअ देा नेआ चिट्टी आञाः समङ रेआ, ऐना रे, बारिआ बोडे फोटो मेनाः।
काया नश्वर है किंतु मंत्र अजरअमर है।	होड़ोमो नासोआ मेनदो मंतर का गोजोआ।
आडवाणी ने एनडीए सांसदों को बुलाया।	आडवाणी दो एनडीए सांसद कोए रअःकेद्को।
ध्वनि उत्पन्न करने वाली को देखे बगैर भी आप अनेक सुपरिचित ध्वनियों को पहचान सकते हैं।	सड़ा उडुङए जिनिस के बेगर नेल केते अपे चिमिन - चिमिन सुपरिचित सड़ा कोके पे नेल ऊरुम दड़िआ।
रोटो के घर के बारे में जानने वाला आदमी हमारे तरफ में कौन है ?	रोटोगअ: ओड़अ: रअ: इतुअन होड़ो अले सअ: रे ओकोए मेनअ:इअ ?
अनपढों के कारण होता है।	डोंडो रेअ: कारोन ते होबा तना।
गन्ना अपने कच्चे रूप में या गुड़ के रूप में शाहपुर के व्यापारियों को बेचा जाता है।	गन्ना बेरेलते च गुहुड़ बइ केते शाहपुर रेन बेपारी कोतः रेको अकरिङ जदा।
सभी भारतीय भाषाओं में बड़ी तेजी से इसका विकास हुआ।	सोबेन भारतीय भाषाकोरे बेसे सेकड़ा नेआ विकास होबाजाना।
जहाँ न अपनापन न अधिकार कुछ	ओकोता: अधिकार ओड़ो अपन लेकाओ जाअना बनो:।
नवरात्रि का पर्व भी इसके साथ जुड़ा होता है। राम-नवमीं का पर्व भी आएगा।	नवरात्रि रआ पर्व ओ नेआ साथ जुड़गा कना। राम-नवमी रआ पर्व ओ हिजुगा।
बिन तूलिका के वर्णमय यह चित्रित कैसे है सृजना?	बेगार ओलतेआः ते चिलकाते मुटानेम बाइ सिरजान दाड़िआः?
दोनों में अहम ये है कि हम किेसे महत्व देते हैं या फिर इनमें किसका उपयोग मानव हित में हो रहा है।	बरनाअः रे जरूड़ु नेअ तना चि अबु ओकोना के जरूड़ु मनातिङ जदा का रेदो एनारे चिकनअः कमि मनोवा बुगिनअः रे होबाओ तना।
दूसरे नहीं करते तो दोष उनका।	एटा: होड़ोको काको आउएआ दोष इनकुआ।
लिटा अपना खण्डा और ढाल को तैयार कर रहा था।	लिटा दो अएअः कनडा पिरिइ सोमपोड़ोजदा।
मिसाल के तौर पर उनकी निर्वाण प्राप्ति को पीपल के पेड़ की मूर्ति द्वारा दर्शाया जाता था	मिसाल लेकाते इनिअ: निर्वाण नमो: मेनते हेसाः दारू रेन मुरति लेका तेको लेल रिका किअः।
कई बार राजा के निकट संबंधी ही इन ओहदों पर होते थे।	इसु इम्तं दो राजा कोअ: जपा: कुपुल को गे ने ओहदा को रे को ताइन तान केना ।
जब मैं आया मैं तनावग्रस्त था।	चिमतुङ आञ हिजुःलेनञ इमतुङ आञ उड़ुः रे तइकेनञ।
देशभर में कोरोना के इस समय में, टीचर्स ने जो innovative तरीके अपनाये, जो course material creatively तैयार किया है, वो online पढ़ाई के इस दौर में अमूल्य है।	दिसुम कोरे कोरोना रेआ नेन सोमए रे, गोमके को चिमुङ Innovative रेआ नेन सोमए रे, गोमके को चिमुङ रेआ मंुडि को आउकेदा, जेअ course material creatively तेयार केदा, इनकु online पड़व रेआ नेन सोमए रे गोनोङअन तनाः।
लेकिन औरंगज़ेब इतना साहसपूर्ण क़दम उठाने से हिचकिचा रहा था।	मेनदो औरंगजेब नामिनाङ डिढ़गर कामि रिका मेनते उसुम-दुरूमोः तान ताइकेना।
जा पहुँचा स्वयं के मित्रों में	सेटेर तेबअःजनए अएअः संगि को रे।
दुगा- किस तरह की चीजों को चिकनाई चीज कहा जा रहा है?	दुगा - चिलकन चीजिको बतोड़ा चीजि मेनोःतना ?
गिड़िदड., गिड़िदड., गिड़िदड., गिड़िदड.।	गिड़िदड., गिड़िदड.; गिड़िदड. गिड़िदड.।
तुमको मैं नहीं समझा‌ सकता हूँ।	काइङ बुजव दड़िअमेअ ।
एक राय प्रथम मार्क्सवादी लेखक-विचारक, मजदूर नेता हैं, जिन्होंने आदिवासी प्रश्न पर संजीदगी से विचार किया और झारखंड अलग राज्य के आंदोलन को खुलकर समर्थन दिया।	एके राय प्रथम मार्क्सवादी ओलहरिआ - विचारक, मजदूर नेता तनिः, इनिः आदिवासी कुनुलि रे संजीदगी ते विचार केदाए ओड़ोः झारखण्ड बिनगा राइज रेअः आंदोलन के बेगर बोरो केआते समर्थन ओम केदा।
मैं कुवैत की सरकार और वहाँ के लोगों का हृदय से धन्यवाद करता हूँ, जिन्होंने ये शानदार पहल की है।	अइञ कुवत रेन सरकार ओड़ोः एनतः रेन होड़ोकोअः जीमोन ते जोअर रूड़अः अद कोअः ओकोनको नेअः सुगड़ा कमि रिका कदा।
कहीं आपकी आस्तीन में ही तो कोई साँप नहीं।	आमाः बोनडोल रे जान बिङ दो बाङगाइः दाङ।
लोगों के चढ़ने उतरने के रास्ते अलग-अलग होते हैं।	होड़ो कोअ: हड़गु-रकब होरा बिनगा बिनगा तइना।
मै गत षनिवार को देहरादून गया।	आइंग होंजर शनिचर हुलांग देहरादून सेन केना।
इससे पूरे गाँव के जीवन में बहुत बड़ा बदलाव आया है।	नेअते गोटा हातु होड़ोकोअ जीबोन रे माराङ- बदलाओ सेटेरजान
पुरानी हँसी-खुशी की यादें ताज़ा कीजिए।	पुरना लंदा जगरको रअ: उडु: बेरेल रुड़ाएपे।
आसमान महीने की अंतिम तारीख की जेब सा साफ था।	सिरिमा चन्डुः रेअः टुन्डुः मुंडि हुलंग जकेद् थाइलअः समा गिड़िया कन तइन केना।
बलों की खोजबीन।	बल कोके सांगर।
फिर धान को बोरियों या मोराई बनाकर रखा जायेगा।	एनाते बाबा बोरा कोरे पोटोम को बइ केआते को जोगवएअ।
जेम्स कैमरून की फिल्म टाइटेनिक का एक मशहूर दृश्य।	जेम्स कैमरून तकिना फिल्म टाइटेनिक रेन मोयोद मशहूर दृश्य
उरोज मसलते मसलते फ़ूलने और बड़े होने लग गये थे।	उरोज मसलाओ मसलाओते ओड़ो: माराङ होबाओतान ताइकेना।
उच्च शिक्षण संस्थानों में, पदक पाने वाले विद्यार्थियों में, प्रायः बेटियों की संख्या बेटों से अधिक होती है।	उच्च्च शिक्षा संस्थानको रे, पदक आउतन पड़वतन होनको रे, प्रायः कुड़िकोगे पुरअःनो को तइना।
अगर हमारे बच्चे सेहतमंद हों और सही शिक्षा पाते हों तो हमारा भविष्य अवश्य उज्जवल रहेगा।	अगर अबुआ होनको मजा लेका को तइना ओड़ो: मजा सेंड़ा को नमेआ तोबे अबुआ आयर दिन मजा लेका होबाओआ ।
मेरे साई के हाथोमें जादू का पानी दीपवली	आञाः साई राः ती रे जादू राः दाः दीपवली
मेनदो हुड़िङ होनते कोड़ाए मेनकेदा चि'अबागा अइञ दो एंजेर मेंजेर कुड़ि कापे अउअइञ् रेदो काइञ् अड़ंदिना ।	लेकिन कनिष्ठ पुत्र ने कहा कि-ऐ पिता महाशय, मेरे लिए आपलोग रखैल रूपी कन्या को नहीं लायेंगे तो मैं विवाह नहीं करूंगा।
ऋतु का स्थान वैज्ञानिक शोध ने ले लिया है।	ऋतु बादले वैज्ञानिक शोध आउकेदा।
इस लिए सोहराई नेग में महुआ पेड़ की गोरेआ देवता बनाकर पूजा, विनय प्रार्थना होती है तीन दिन-रात जागरण होती है।	एनाते सोहराई नेग रे मदुकम दारू रेआ गोरेआ बोंगा बाई केयाते गोवारि, आरजि होबाओआ आपिमा निदा जागवर होबाओआ।
एक दिन आराम करके उन्होंने काम शुरू किया, दो सप्ताहों के बाद उन्होंने दो बकरों की बलि चढ़ायी।	मुसिङ रुड़ुनजनते, बगानरे कमिकिङ एटेः केदा, अद् बर पीटि तयोमते, गंगा-मएरे बरिअ बकराकिङकिङ बोंगाकेद्किङअ ।
हिंसा किसी भी समस्या का समाधान नहीं है।	थापाम जेतान बालाए राः समाधान बानोः।
आधे घंटे से कम बात नहीं होती।	आधा घंटा ते कोम जागार का होबाओआ।
उदाहरण के लिए, कई स्थानों पर दलितों और आदिवासियों को सरकार की ओर से मुफ्त या रियायती दरों पर छात्रावास की सुविधा उपलब्ध कराई गई है ताकि वे शिक्षा संबंधी सुविधाएँ हासिल कर सकें जो मुमकिन है कि उनके अपने इलाकों में उपलब्ध नहीं हों।	उदाहरण मेनते, पुरअः ठांव कोरे दलित ओड़ोः आदिवासि कोके समा ते च रियायती दर रे इतुनहोन ओड़अः रअः सुविधा सानता कदा को चिआचि इनितु लोःते फायदा आउ दड़िओका ओकना होबा दड़िओआ चि इनुआ आकोअः ठांव रे बनोःआ।
अफगानिस्तान विद्रोह उनके दुश्मनों द्वारा नया जीवन दिया	अफगानिस्तान विद्रोह ओड़ो: दुश्मन सा:ते नवा जीवन नम जना।
राज् य के नीति निर्देशक सिद्धांत	राज्य राः नीति निर्देशक सिद्धांत
तब जाकर हम इस कलंक को मिटा सकते हैं।	इमतङ सेन केआते आबु ने दागि के मेटाओ दड़िओगा।
बात करते और लखते चाँद को	जागारतान ओड़ोः चानडुः राः खांड
आ रहे हैं ग़जल सम्राट नीरज जी	हिजुःतनाए गमु रेन गोमके नीरज जी।
कभी कभी उस समय भी बाजार जाना पड़ता है।	मुसिङ मुसिङ दो इमताङओ पिटीकोते सेनोबाड़ा होबा ताना।
सकल ने कंप्यूटर में डिग्री प्राप्त की थी।	सकल कमपियुटर रे डिग्रीए नम लअः।
यह बात करने के बाद उसने पूछा-और कहीं पर आपलोग पता लगाये हैं कि नहीं ? मैंने उनसे कहा-कहीं भी हमने पता नहीं लगाया है।	एना जगरकेद्तेए मैनकेदा ओड़ोः दो जारेपे सिड़िब् केदा चि का? अइङ मेतअ:इअ जेतारे का सिड़िब् अकना ।
नुमाइन्दे के तौर पर काम कर रहा है।	आचुआकान लेकाए कामिताना।
ढुकुरा - अब तो उस बात को अन्त कर दें।	दुकुरा - हों ! नाअः दो एन कजि होकातबेन ।
इनमें से कई स्थान मैंने स्वयं भी देखे हैं।	नेआ को रे तिम्बा टयद् कोइंग नेला कदा अइंग।
खड़िया भाषा के शब्दो को छोड़कर ऊपर में लिखी गई सभी जाति के भाषा समान है।	खड़िया जगर रेआ टुङ को बगे केयाते चेतन रे ओलोकन सोबेन जाति रेआ जगर को मोद नोःगे मेना।
मृदा के गुणों में परिवर्तन आने का मुख्य कारण वनोन्मूलन है।	हसा रेअः गुण को रे बदलि हिजुः रअः मुद् कारण बिर उजाड़ा को तना।
नब्बे के दशक में बाबरी मस्जिद विध्वंस और	उपुन हिसि गेल (नब्बे) सिरमा रे बाबरी मस्जिद उतुड़ु ओड़ोः
सानिया इस विशेष अंक के कवर पेज पर हैं।	सानिया मानाराङलेनेका रअः मुनुसाकाम रे मेनइअः।
एसएससी की भर्ती एसएससी भर्ती परीक्षा	एसएससी रआः भरती एसएससी भरती बिडाओ
अरे दुख अपना दीवारों से चीख चीख बोलो	चि आमा: दुकु दीवारते काकला काकलाकेआते काजिमे।
उस दिन, दुनिया एक बड़े खुशहाल परिवार की तरह लग रही थी।	एन हुलङ, दुनिया मिअद् इसु रासिकान परिवार लेका अटकारो तन तइकेना।
सूक्ष्म अवलोकन अरिकामेडु	मिहिन नेलन अरिकामेडु
मेरे प्यारे देशवासियो, कुछ दिन पहले ही मैं जापान में हिरोशिमा में था।	ने दिसुम रे चिमिनंङ गे तइन तन सोबेन अइंञा दुलाड़ा को, सेनोः जन दिन सिदा रे अइंञ जापान रेअः हिरोशिमा रेइंञ तइकेना।
स्रोत 2	पुटुःई 2
बलिराम - एक दूसरे से नहीं छुटेंगे।	बलिराम - कालिङ बपगेओअ ।
दो ट्रकों की टक्कर में एक चालक की मौत	बारिआ ट्रककिनाः टेपेला रे मिआद हारतानिः गोएःजाना।
यह प्रबंध का ही रूपांतर है।	नेया इंतजाम रेअः बईरूनुवाड़ तनअः।
यदि सड़क तथा वाहन के टायरों के बीच घर्षण न होता तो उन वाहनों की न तो गति आरम्भ की जा सकती थी, न ही उन्हें रोका जा सकता था और न ही दिशा परिवर्तित की जा सकती थी।	जुदि संडक ओड़ोः गडिकोरअः टायर को तलारे घर्षण का तइनोः रे एन गडिकोरअः नदो गति एटेः दड़ियोःआ, नदो एनाकोके तिंगु दड़ियोःआ ओड़ोः नदो दिसा बदलि दड़ियोःआ होनङ।
मुनडा - तुम्हारी बात ठीक ही है।	मुनडा - अमअः कजि टउकागेय ।
हमारी राष्ट्रीय सुरक्षा पर निश्चिय ही असर पड़ता है।	आबुआ राष्ट्रिय सुरक्षा रे असर टोगोओआ ।
साहेब उस दरख्वास्त को पकड़कर देख रहे थे, उसमें दो सौ आदमियों के हस्ताक्षर थे और तख्तियों के रद्द किये गये के बारे में लिखा गया था।	सयोब् एन दरकास सब्केद्तेए लेलजदा; सिएंनरे बर सए होड़ोकोअ सहि मेनअः अद् पालि रदिजन रअः कजि ओलअकना।
हम दूर खड़े झील का मनोरम दृश्य निहारने लगे।	अइंग संगिनअएते तिंगुकेद् झील रेअः सुनुगड़ नेपेलको नेलसुकु तइना।
पहली आवश्यकता है भूमि तथा अन्य प्राकृतिक संसाधन, जैसे-जल, वन, खनिज।	सिदा उतर दो नेआ तना चि ओते ओड़ोः एटअः प्राकृतिक संसाधन, चिल्का-दअः, बिर खनिज।
यह घर बेहद जुदा अंदाज में बना हुआ था।	नेआ ओड़ा: इसु बिनगा लेकागे बाइआकाना।
ध्वनि प्रदूषण	सड़ा प्रदूषण
डोण्डा बुढ़ा- शान्त !	डोनडा हड़म - हों !
प्राकृतिक गैस	प्राकृतिक गैस -
मानो परीलोक जमीन पर उतर आया हो।	मानातिङमे सोरोगरेन कुड़िहोन कोआः राइज ओतेरे हाड़ागुआकाना।
और अब जब राजनीतिक स्थिरता हो, नीतियों में गतिशीलता हो, निर्णयों में तेजी ते हो, सर्वव्‍यापकता हो, सर्वसमाजविश्‍वस्‍ता हो, तो विकास के लिए हर कोई भागीदार बनता है।	ओड़ो: नअ: चिमतुङ राजनीति स्थिरता मेनअ: नीति रे गतिशीलता मेनअ:, निर्णय को सेकेड़ा होबाओ तना, सर्वव्यापकता मेनअ:, सर्वसमाजविश्वस्ता मेनअ:, दो विकास मेनते सोबेन को भागीदार को तइना।
