hindi_text	mundari_text
पेड़ के ऊपर में छिपाया गया टुपरी मुकुट बहुत दिनों बाद पता चला इसलिए पूजा पाठ शुरू किया गया।	दरू चेतन रे उकु लेद टुपरी (मुकुट) दिन मुंडि रे चलाओए का मेन्ते बोंगा-बुरू एटेः जना।
इन कहानियों में अलदेव मुण्डा,हिरा राजा होलोए,फणीमुकुट राय,तमाड़ राजा,इचा बाः,मैनो,लीमन और रागोसा,सेरोबियर,एंजेर मेंजर कोनेया,एआ राजा होन को,होनाः चतुर,राजाः मेद्,बोंगा कोवा सराप,बारे दिसुम,्रलौ पांडा़ा,कुलओ कुड़ि,कांडा कोडा, गड़िअः सोंगोती,बीरङ राजा,बिर रेन रानी,देशुपुति राजा चोंडेया कोड़ा इत्यादि कहानियाँ हैं।	नेआ कानि कोरे अलदेव मुण्डा, हिरा राजा होलोए, फणीमुकुट राय, तमाड़ राजा, इचाः बा, मैनो, लीमन अद रागोसा, सेरोबियर, एंजेर मेंजेर कोनेया, एआ राजा होन को होनः चतुर, राजाः मेद, बोंगा कोवा सराप, बा रे दिसुम, गलौ पांड़ा कुलओ कुड़ि काड़ा कोड़ा गड़िअः सोंगोती, बिर रेन रानी, बीरङ राजा, देशे पुति राजा, चोंड़ेया कोड़ा लेकन ओड़ोः गे कानि को मेना।
जमा उस टोले में हमलोग दस घर हैं।’’	जमा एन टोलारे गेल ओड़अः मेनअः लेअ।
लक्ष्यावधि लोगों के त्याग, तपस्या, बलिदान के कारण, जहाँ आज़ादी मिली, जिस आज़ादी का हम भरपूर लाभ उठा रहे हैं, आज़ाद ज़िन्दगी हम जी रहे हैं और देश के लिए मर-मिटने वाले, देश के लिए जीवन खपाने वाले, नामी-अनामी, अनगिनत लोग, शायद, मुश्किल से हम, बहुत कम ही लोगों के नाम जानते होंगे, लेकिन, उन्होंने बलिदान दिया – उस सपनों को ले करके, आज़ाद भारत के सपनों को ले करके – समृद्ध, सुखी, सम्पन्न, आज़ाद भारत के लिए !	लक्ष्यवाधि होड़ो को क त्याग तपस्या बलिदान रआ कारण ओको ताः आजादी नमा लेना ओको आजादी रअः पुरा भारपुर लाभ उठाव कदा आजाद जीन्दगी आइञ सेनो तना ओड़ो देशी मेनता ओड़ो दिसुम मेनते जी जाना ओम मेनते जीदन बनधव रअः पतिया कापतिया कालेका दड़ियो होड़ो को सायद सोबेन को लेका मुस्किल गेया ते अबु बहुत कोम गे होड़ो कोआ नुतुम इतुआना जआ मेन दो आए के बलिदान ओम लाः- एन कुमु को इदि केआते समृदध सुखी सम्पन्न आजाद भारत मेनते।
समस्या	बलय
एदेल तअःए लेबअः लअः अनादो एदेल दारू दो गड़ा तला रेअ।	सेमल पेड़ के कुछ दूर पहुंच गया था तो देखा कि सेमल का पेड़ नदी के बीच में था।
ये जो प्रतियोगिता में हिस्सा लेंगे उसमें से जो best तीन लोग चुने जायेंगे, district level पर तीन होंगे, state level पर तीन होंगे उनको पुरस्कार दिया जाएगा |	ने जे दपरदाडि रे जमाना एना रे ओकोए बेस्ट अपि होड़ोको सलाओःअ जिला स्तर रे अपिआको होबाओःअ राज्य स्तर रे अनि होड़ोको होबाओःअ इनकु के पुरस्कार नमोःअ।
औजारों, मशीनों तथा भवनों से भिन्न ये चीजें उत्पादन-क्रिया के दौरान समाप्त हो जाती हैं।	औजार को, मसीन को, ओड़ोः ओड़ाः कोएते बिनगा ने जिनिस उत्पादन-कमि तनरे चबाओः।
बेरगा-हां, लेकिन लोटा में रूपयों को गाड़े हुए वाला आदमी ने ही ज्यादा उनलोगों को उकसाया और अग्रिम वादा पूजा करने वाला ने साहस दिलवाया। उकसाने वाला को बहुत बड़ा सजा मिला, वह चार सौ रूपया खर्च किया और एक महीना का दुःख मिला।	बेरगा - हे‘ड़ोः मेनदो लोटारे टका तोपाकदिः दड. पुरअः दोए उसकुरकेदकोअ अद् नमबोंगाएअइड. मेनलेदनिः डीडि रिकाकेदकोअ।़ उसकुरकेनिःदो इसुगेए सजइजना; उपुन सए टकाए करचाकेदा अद् मोद चनडुः रअः दुकुइ नमकेदा।
पहले आग नहीं था।	सिदा सेंगेल का तइ केना।
बन्डुआ-मैं नगुरी प्रदेश में दास रहने के समय, दो महीने तक उनके बातों पर मैं हंसा करता था।	बनडुअ - नगुरि दिसुमरेड. दसिकेन दिपिलि बर चनडुः लेकादो अकोअः जगरेड. लनदा’तन तइकेना।
साँप उस पर लेट गए और कहने लगे, बहन अब हम तुमको छोड़ने जा रहे हैं, इसलिए आज अच्छा खाना खिलाओ।	एन कुड़ि होन मंडी उतु ओमद् कोवा।
इस बार हम ऐसा एक काम कर सकते हैं कि आप अपने अनुभव मुझे ‘Narendra Modi App’ पर भेज दीजिये।	नेसकन अबु एनका मियद् कमि बु रिका धड़िअ: चि अपे अपेअ: अटकर उरुम को अइङ तअ: '‘Narendra Modi App’ रे कुल तपे।
एक बात ये भी आती है बार-बार नियम क्यों बदलते हैंI	मियद् जगर नेअ:ओ हिजुअ: खनेसा-खनेसा अइन चिनअ: मेनते अको।
महात्मा फुले की जयंती 11 अप्रैल को है और बाबा साहब की जयंती हम 14 अप्रैल को मनाएंगे।	महात्मा फुले गअ: जयंती 11(गेल मियद) अप्रैल रे मेना: ओड़ो: बाबा साहब गअ: जयंती अबु 14 ( गेल उपुनिआ) अप्रैल रे मनातिङेयाबु।
उन दोनों का राज्य में कोई गरीबी दुख तकलीफ नहीं होता था।	अकिना राइज रे जेतए रेंगे बंड च दुःखु हासु का होबा तन केना।
लेकिन चौकीदार उनलोगों से कह रहा था-‘‘आज अकेले में मैं कहीं नहीं सोउंगा, युवक लोगों के सोनेवाले घर में, किसी के पैर की तरफ में ही सो जाउंगा।’’	मेनदो दिगुअर मेतअकोतना, ‘‘तिसिङ एसेकर गेदो जेता तअःरे काइङ गितिःअ; दंगड़ाको गितिःअकन ओड़अःरे, जो कटा सअःरेगेङ गितिःअ।’’
ये सब देख सकते है।	नेआको लेल धड़िओ:अ।
आज हमारे लिए ठीक नहीं हुआ !	तिसिङ दो काबु टउकाजना! टबुदो होलाएते एनका अद् एनकागे।’’
लेकिन थकान के कारण वह उड़ नहीं पा रहा है।	मेनदो लगा रअ:ते काए बिरिद् तना ।
जिनका बचपन और सुन्दर युवावस्था इन्हीं अमरूदों के पेड़ों के समान है।	ओकोएआः होन सोमाए ओड़ोः सूगड़ा उनड़ा ड़गुअ सोमाए ने तमबरास दारूको लेका मेना।
देश के भाई बहाने यह बताएं कि इस देश में गरजने वाला बैग बेहतर की लोगों को खाने वाला बैग?	दिसुम रेन हागा-मिसि को सालाए पे- ने दिसुम रे राःए कुला बुगिना चि जोजोम कुला?
बलगा-‘‘सरहुल पर्व मेला का सुख खोज रहा हॅू ऐसा आपने कहा था,यह क्या कैसा है?’’	बलगा, ’’बा’बुरु रअः सुकुइङ नमतनाम मेनलअः; एना चेनअः चेक-नअः?’’
आज के पत्रकारिता जगत के विद्यार्थी, लोकतंत्र में काम करने वाले लोग, उस काले कालखंड को बार-बार स्मरण करते हुए लोकतंत्र के प्रति जागरूकता बढ़ाने के लिए निरंतर प्रयास करते रहे हैं और करते भी रहने चाहिए।	तिसिङ समाचार ओड़ोः सूचना को जमातन दुनिया रेन पड़व होनको, लोकतंत्र रे कामि तन होड़ोको, एन हेन्दे सोमय के खने-खने पहमेतन लोः लोकतंत्र रअः नतिन ते आएअः अर आएः कमि तदाअः को उरूम पोसा इदि जावगेः कोसिस तना। ओड़ोः अयरतेयो लगातिङ गेअ।
अए: दो मजा लेका मंडिए: जोगव ठउका लअ: आद् एसा दले: एटे: केद्कोअ, सोबेन तुयु नेते हेन्ते पता-पतातन को निर जना।	बुढ़ा तो खाना घड़े को अच्छा से रखा और ऐसा उन्हें पीटने लगा कि सभी सियार इधर-उधर भागने लगे।
अभी, यदि बिना खाये जाने पर, पूरा भूख लगने पर हम रइगड़ा पहुंचेंगे।	नाअ; बेगर जोमके' तेवु सेनोःरे, कूव् रेंगेअकनते रइगड़ाबु तेबश्रः-एअ।
लोके - बस ! बनता ही है।	लोके - हों ! बइतनगेअ ।
“मैं त्योहार मनाता हूँ, ख़ुश होता हूँ, मुस्कुराता हूँ, मैं त्योहार मनाता हूँ, ख़ुश होता हूँ, मुस्कुराता हूँ, ये सब है, क्योंकि, तुम हो, ये तुमको आज बताता हूँ, मेरी आज़ादी का कारण तुम, ख़ुशियों की सौगात हो, मैं चैन से सोता हूँ, क्योंकि, मैं चैन से सोता हूँ, क्योंकि तुम सरहद पर तैनात हो, शीश झुकाएँ पर्वत अम्बर और भारत का चमन तुम्हें, शीश झुकाएँ पर्वत अम्बर और भारत का चमन तुम्हें, उसी तरह सेनानी मेरा भी है शत-शत नमन तुम्हें, उसी तरह सेनानी मेरा भी है शत-शत नमन तुम्हें ।। ”	“मै त्योहार मनाता हूँ, खुश होता हूँ, मुस्कुराता हूँ मैं त्योहार मनाता हूँ, खुश होता हूँ, मुस्कुराता हूँ, ये सब है, क्योकि, तुम हो, ये तुमको आज बताता हूँ, मेरी आजादी का कारण तुम, खुशियों की सौगात हो, मैं चैन से सोता हूँ, क्योकि,मै चैन से सोता हूँ क्योकि तुम सरहद पर तैनात हो, शीश झुकाएँ पर्वत अम्बर और भारत का चमन तुम्हे, उसी तरह सेनानी मेरा भी है शत-शत नमन तुम्हे, उसी तरह सेनानी मेरा भी है शत- शत नमन तुम्हें ”
ने कहानिको रअ: मुनु मुटन का नमो: तना।	इन कहानियों का मूल अवस्था नहीं मिलता है।
क्या करने से बनेगा ! बुढ़िया को तुमलोग सिखा दो कह रहा हॅू तब तुमलोग को मालूम नहीं है कह रहे हो।	चेकाएटे’डोः बइओअ! बुडिअ इतुतइपेड मेतअपेतनादो अलेअ काले इतुअनापे मेनजदा।
रिड़ु-नाई रास्ते में जाते जाते, एक सुनसान जगह पर, रात हो गयी और दो बाघों ने आकर, उनके दोनों घोड़ों को मार डाला।	रिडु - नउअ दो होरा सेनतनरे, मिअद आंगा डांगारे निदाजना, अद् बरिअ कुलाकिड. हिजुःनेचि, बरन सदोमकिड. कुलाकिड. गोएःकेदकिड.अ।
आदमियों ने फिर से कहला भेजा, वे दोनों हमलोगों को वैसा न करें, हमलोग चालीस रूपये देंगे।	होड़ोको ओड़ोःगेको कजि कुलकेदा, अलो काकिङ एनकाले; बर हिसि टकाले ओमेअ।
हमारी लड़की के परिवार की भी हालत ऐसी ही हो गई है। बाजार में उसे खाली हाथ, खाली गला देखकर रूलाई आने लगी फटा-पुराना कपड़ा पहने हुए। सरपर न तेल न कुछ।	एनहोनकोओ एनका नोः गेको रिकाकाना। पीटि रे इपाएः ती इपाएः होटोः लेलजाइरे राःगे उड्डुङोः ताना। केचाः केचाः किचिरितेः किचिरिआकाना बोओ रे सुनुम ना जेताना।
अब तो गाय बैल बकरियों की हमें कोई कमी नहीं है और घर का खर्च भी अच्छी तरह से चल रहा हैं।	नाअ: दो उरिः मेरोमते कालङ जंजिअकना, अद् करचाओ बेसनोःगे चलवतना।
जमींदार ठाकुर लोग भी रैयतो को सहारा देने का ही काम करते हैं	जमीनदार ठाकुर कोओ रैयत के सासति ओम रेआ गेको कामि ताना।
अब हमें ऐसे ही माँ के नाम पर पेड़ लगाने के अभियान को गति देनी है।	नअः अबु नेका गे एंगाअः नुतुम रे दारू रोवा रेअः अभियान के जोर ओम ले एनङ।
मरे हुए महिना में ही छिलने चाहिए।	गोए जन चण्डुः रेगे होयोन लगतिङ मेनअ।
मुझको आप डांट-फटकार रहीं हैं! इसके बाद मैंने उनसे कहा-आप दोनों को बेटी, मैं डांट नहीं रही हूँ ।	अइङएम हेनदोड़ो हेसोड़ोतना ! एनतेङ मेतअइत‌ना, अबेन, गा, एरङ दो काइङ एरङ जद्बेना ।
हाजत होने वाले हंसते हुए आये।	हजितलेनको लनदातनतेको हिजुःलेना।
मैडम- बिलकुल ठीक! बच्चों, जानते हो, बड़े शहरों में आवास के लिए भूमि की बहुत कमी है।	इतु गोमके- हे बुगिन कजि गे! होनको अपे इतुअना चि मपरड. शहर रे ओड़अः बइ नगेन टयद् बनोः जना।
एक अबोध बालक के इतना आपलोगों में बुद्धि नहीं देखा गया है।’’	मिअद् सिटिअ होन इमिनङ अपेरे सेंड़ा का लेलजना।
इसमें से नौ राजनीतिक दस्तावेज हैं।	नेआ को मे से अरेआ राजनीतिक दस्तावेज तना।
सतपुड़ा राष्ट्रीय उद्यान भारत का प्रथम आरक्षित वन है।	सतपुडा राष्ट्रीय उद्यान भारत रअः सिदा उतर आरक्षित बिर तना।
दोनों तुंरत ही खूंटी गाँव की ओर भाग गए।	अकिन सेकेड़ा गे खूंटी हातु किन निर जना।
बरकेला- बहन, तुम पूछ नहीं रही हो क्या ?	बरकेला - का चि, नाम कुलिजअः इअ ?
बेरगा- हम लोगों का गाँव बिगाड़ने वाले रातपूत को सहज ही से सजा दी जा सकती है और शायद हम पकड़े भी नहीं जाएँगे।	बेरगा - अबुअः हतु बगड़ावतन रजापुतु तिसिङ रबलतेए दड़िओअ, अद् सबो का जाअः ससब्अ ।
हमारी दृष्टि ऐसी हो कि हम शहरी संस्कारों के ऊँचे कोठे पर चढ़कर दूर से उनके जीवन की अवघट घाटियों पर दृष्टि न डालें, वरन् उनकी विशेष परिस्थितियों के निकट जाकर उन्हीं की परिस्थितियों में उनके जीवन का अध्ययन करें।	अबुवआ लेले लेकोतइनका चि अबु शहरी संस्कारो रअ सलंगि कोटिइ रे देएकेअद संगिनते इन्कुवआ जीउदन रआ अवघट घाटको रे कलेल लगातिंआ, मेन्दो इन्कुवआ खास दसाको नड़ेंए रे सेनकेअद इन्कुआ दसाको रे इन्कुआ जीदनबु अध्ययने का ।
डायन करने वाले चालाक आदमी, ‘‘मेरे बदले में फलना आदमी ही डायन में पकड़ा जाये, मैं बच जाउं’’ कहके वह अग्रिम प्रतिज्ञा पूजा करता है।	नजोमतन चलाकि होड़ोदो, “अइड.अः बदिलिरे पलना होड़ोगे नजोमए सबोःका; अइड. बनचओःका” मेनतेए नमबोंगाएअ।
(क) इस अधिनियम के अधीन किसी अपराध के निवारण के लिए और उससे निपटाने के लिए, या	(क) ने अधिनियम बितार जान गुना को बागे नगेन ओड़ोः एनाको हर टुः मेन्ते चा
कुछ दिन पहले अगुवा एक जगह हमलोगों को ले जा रहा था।	निमिरगे दुतमनिः मिद् तअ;ते इदिजद्ले तइकेना।
मनुष्यों ने बीज बोए, बीज उगे, बढ़े।	चिमतङ् दए गम केद मनोव होन को अकोवः गोड़ा लोयोङ् कोरे बाबा को हेर केद।
परिवार में कलह के कारण परेशानी रहेगी।	ओड़ाः रे का-बापाइ मेनते दुकु तइना।
वर्ष में दो बार पूजा चढ़ाते हैं।	बोछोर दिन रे मिसा ले बोंगा जदा ।
मुझे विश्वास है, बाबा साहेब की इस जन्म जयंती को हम जरूर यादगार बनाएँगे, अपने कर्तव्यों का संकल्प लेकर उन्हें श्रद्धांजलि देंगे।	अइञ विश्वास तना, बाबा साहेबअः ने जयंती के अबु जरूड़ु गेबु यादेअः, अपनअः कर्तव्या कोअः संकल्प इदि केआते इनिः के श्रद्धांजलि ओमाइअः।
मतुरा- दालभूम और मयुरभंज में एक जाति के आदमी के लोग बिरहोरों की तरह, जंगल में रह रहे हैं।	मतुरा- दलभुम ओड़ोः मोरभुंतरे मिद् जति होड़ोको? नेतेरेन बिरूड़ुको लेकागे, बिररेको तइनतना।
लेकिन प्राकृ‍तिक खेती, केमिकल फ्री खेती आत्‍मनिर्भर को ताकत दे सकती है।	मेनदो प्राकृतिक खेति, केमिकल फ्री खेति आत्मनिर्भर के पेड़े: ओम दाड़िआ।
देश के करोड़ो विद्यार्थी साथियों के साथ ‘ परीक्षा पे चर्चा ’ के अनुभव के बाद मैं विश्वास के साथ कह सकता हूँ कि देश का युवा आत्म-विश्वास से भरा हुआ है और हर चुनौती के लिए तैयार है |	दिशुम रेन करोड़ो विद्यार्थी सोंगोकोआ साथ ‘ परीक्षा रे चर्चा ’ रेआ अनुभव तायोम अइञ विश्वास लो साथ कजि दाडिया चि दिशुम रेन युवा आत्मविश्वास ते पेरे कन मेना ओगे हर चुनौति मेनते तैयार मेना।
जब अंग्रेजों के विरोध की वजह से सरकार ने यह विधेयक वापस ले लिया तो भारतीयों ने इस बात का काफी विरोध किया।	जोतो विलायति होड़ोकोअः विरोध रेअः करणते सरकार ने अइन अउ रूवड़ा केदा दो भारतरेन होड़ाको ने कजि रेअः इसु पुरअःगे को विरोध केदा।
चौकीदार-‘‘कौन सा चौकीदार को मिलेगा ?	दिगुअर, ‘‘ओको दिगुअर नमेअ?
रसोअल- इधरही मित्र ! आपलोग आने नहीं देंगे क्या ?	रसोअल-नेते नेतेगे, हइ! का चिपे हिजुः रिकअः ओड़ो ?
रिड़ु-मुझको काका और ताउ कहने वाले तुम सभी अब जवान हो गये हो, दो साल के भीतर सबका विवाह हो जायेगा, इसके बाद मेरे पास कुम्बा में सोने के लिए केवल दादाजी कहने वाले आयेंगे।	रिडु - ककाइड.को अद् कुकुअइड.को सोगेन नाअःदोपे दंगड़ाजना; बरसिरमा लेकारेदोपे अड़नदि चबाओअ; एनते अइड. गुयुरे गितिः मेनते अजाइड.को बारि हिजुअ।
स्‍कूल से लेकर के सेना तक हमारे देश की महिलाएं, आज कंधे से कंधा मिला करके आगे बढ़ रही है।	इतुसइ आते सेना जकेद् अबुअः दिसुम रेन कुड़ि को दिसुम रअः विकास मेन्ते अपनअः योगदान को ओम जदा।
हम आज आजादी के 70 वर्ष और 2022 में आजादी के 75 साल मनाएंगे,	अबु तिसिड़ आजादी रेअ: अपि हिसि गेलेया (70 वर्ष) सिरमा ओड़ो 2022 रे आजादी रेअ: अपि हिसि गेल मोड़े सिरमा बु मनतिङा,
लेकिन, आज पूर्णिया की महिलाओं ने एक नई शुरुआत की और पूरी तस्वीर ही बदल कर के रख दी I	लेकिन तिसिङ पूर्णिया रेन कुड़िहोड़ो को मियद नवा शुड़ा एटे केदा आर गोटा फोटो चापा गे बदली केआते जोगव केदा।
और देखते रहते हैं कि पक्षी आये कि नहीं आये।	अद् को लेल कतेअ चि चेंडेंको हिजुअ कना चि कअ।
उस पर मैं सोचूँगा और उसमें से जो मुझे ठीक लगेगा उसको मैं मेरे अपने शब्दों में, अपने तरीके से जरुर लिखने का प्रयास करूँगा, और हो सकता है, अगर, आपके सुझाव ज्यादा आयेंगे तो मेरी नई edition की बात भी पक्की हो जायेगी | तो मैं इंतज़ार करूँगा आपके विचारों का | अरुणाचल के हमारे नन्हे से दोस्त, विद्यार्थी अलीना तायंग को फिर से एक बार आभार व्यक्त करता हूँ |	एनारे आञ उड़ुया ओड़ोः एनारे ओकोआ मजाञ अटाकारेआ एनाको आञ आञा नीज दुङ कोरे, आञा लेकाते जरूड़ु ओल रेयाञ रिकाया, ओड़ोः होबा दाड़ियोःवा, जुदि आपेआ सोलाह जगर सांगी हिजुगा दो आञा नवा edition रआः जगारो पका होबाओआ। दो आञ आसाराञ लेला अपेआ उडत्रु को रआः। अरूणाचल रेन आञा मोचोकोए लेकन सोंगे, पड़व होन अलीना तायंग के ओड़ोः मिया जोवर रूवाड़ा होबाओका।
शेक्सपियर ने अपने नाटक ‘The Merchant of Venice’ में क्षमा भाव के महत्त्व को बताते हुए लिखा था – “Mercy is twice blest, It blesseth him that gives and him that takes” अर्थात् क्षमा करने वाला और जिसे क्षमा किया गया, दोनों को भगवान का आशीर्वाद प्राप्त होता है|	शेक्सपिसर अएअः नाटक रे छेमा भाव रेअः मनारङ उदुब तन लोओ ओलाकदा - अर्थात छेमानिइ ओड़ोः ओकोए छेमा जनैग्न, बरनकिङ के सिङबोंगा रेअः आसिस नमोःअ।
एनका गे कजि ते कहानि अयुमतन को अयुमाकन गे काको तइ धड़िअ:।	उसी प्रकार गद्यों से कहानी श्रोता कहानी सुनते ही नहीं रह सकता है।
बेरगा - चलिए, इस बारे में भी आप बताईये, इससे हमलोग कुछ सीख जायेंगे।	बेरगा - मर, एनाओ जगरलेम ; हुड़िङ लेकाले इतुजोमा ।
ध्वनि निर्वात में संचरित नहीं हो सकती।	सड़ा निर्वात रे का संचरित दडियोःआ।
दोनों इतने बुढ़ा बुढ़िया हो रहें हैं !	नामिनडकिड. हड़म बुड़ितना!
उस लड़की ने आदमियों को पसन्द नहीं किया, यही केवल न खुश करने वाली बात दिखाई देती है।	एन कुड़ि होड़ोए हीनकेना, एना बारि गे दङ का सुकुअ लेकन कजिदो लेलोःतना ।
मारने काटने, तीर चलाने के कारण गिरप्तार हुए भगवान लोग किसी को जेल हुआ, किसी को कालापानी में भेजा गया, किसी को फांसी में लटका दिया गया।	मपअः तुपुइड.रे सब्जन भगोअनको ओकोनिः जे‘लजना, ओकोनिः कलापनिजना, ओकोनिःदोए फसेजना।
इसके साथ-साथ समाचारपत्रों व अन्य माध्यमों में भी इन विषयों पर चर्चा होती है,	विधानसभा रे उठावा कन कुनुलि को रअः जवाब ओम किन टोगोः तना ओड़ोः कुलि तन होड़़ो कोयो आश्वासन रिका होबाओःअ चि मजा कदम उठावोः तना।
झारखण्ड का जनजातीय इतिहास मेें जहां तहां इन स्वतंत्रता सेनानियों का जिक्र और कहानियां मिलती हैं।	झारखण्ड रेन जनजातीय इतिहास रे एनतअः सनतेद ने स्वतंत्रता सेनानी कोआ उकता ओड़ोः कहानि को नमोः तना।
अठारहवीं सदी में मुग़ल वंश पतन के ढलान पर था।	अठारहवीं सदी रे मुगल वंश पतन रअः स्थिति रे तइकेन।
इससे आज की युवा पीढ़ी को लोकतंत्र के मायने और उसकी अहमियत समझने में और ज्यादा आसानी होगी।	नेयाते नाअ रे धंगाड़ा को लोकतंत्र रेया: माने ओड़ो ऐना रेया: अहमियत बुझावेंन रे रनाबल होबाओवा।
हमें यह पता नहीं है कि क्या सिर्फ पुरुष ही ऐसे कामों में प्रशिक्षण हासिल करते थे |	अले कले इतुअना चि चिनअ: हेरेलको बारि नेकन कमिको रअः सेंड़ाको अगु दड़ि जद तइकेना।
उसने बड़े उत्साह के साथ भूत के कहे अनुसार हड़िया उठाया और जब बूढ़ा दरबार से लौटा तो उसे वही पानी पीने को दिया ।	सेकेड़ा गे काजिएः रिका केद् ओड़ोः हाड़ाम दोर-बार ते हिजुः लेन्ते एन होसोड़ो दअएः इंया।
गरासि का बंटवारा दो है, पुरूष के गाँव वाले लालची इकिर बोंगा इस प्रकार के कार्य से हटकर रहा है तब इन्हें अचरइल बोंगा या कोडाअः गरासि बोंगा कहलाता है महिला के गाँव का लालची इकिर बोंगा अपने कर्म से हटकर रहा है तब इसे महिला गरासि बोंगा कहलाता है, नागपुरी भाषा में मनडुला बोंगा कहलाता है	गरासि रअः बर हनटिङ मेनअः कोड़ाअः हतुरेन जुमबुड़ि इकिर बोंगा एनकए कीड़ितनरेदो अचरइल बोंगा चा कोड़ाअः गरासि बोंगाए मेनोःअः कुड़िअः हतुरेन जुमबुड़ि इकिर बोंगाए कीड़ितनरेदो कुड़ि गरासि बोंगाए मेनोःअ, एनते नगुरिरे मनडुला बोंगाए मेनोःअ।
पूरा देश आज़ादी के दीवानों के रंग से रंग जाए।	गोटा दिसुम रानाड़ा रेन दीवानको रअः रेङ ते रेङ कोअः।
परमा के पिताजी किसान हैं।	परमाअः आपु ते मियद् चसा कमि होड़ो तनिः।
याद करिए कि घरेलू और औद्योगिक उपयोगों से संबंधित ऊष्मा ऊर्जा के प्रमुख स्रोत लकड़ी, काष्ठ-कोयला, पेट्रोल,मिट्टी का तेल, आदि हैं।	उडुः नमे पे चि ओड़अः ओड़ोः औद्योगिक उपयोग को ते संबंधित ऊष्मा ऊर्जा रेअः मुद् स्रोत तिंगुए सान, दिरि - कुइला, पेट्रोल, हसा सुनुम, एमान को तनअः।
फिर भी अंग्रेजों ने अस्थायी बंदोबस्त के तहत राजस्व भुगतान की नीति को चालू रखा जिसमें जमीन की उपजाऊ क्षमता तथा रैयतों की भुगतान की क्षमता की अनदेखी करते हुए हर वर्ष राजस्व की माँगों में वृद्धि की गई।	एनरेओ विलायति होड़ोको का टेकःओ मुका रेअः बितर माल हल रूवड़ा रेअः नीति को दोअकनगे को तईकेना, एनारे ओते रेअः हरा रकब रेअः पेेड़ेः आद् रैयतकोअः माल ओम रेअः पेड़ेःको लेल बगे केअते जनव सिरमा गे माल रेअः असिको सेन रकब केदा।
ये लोग मुण्डा लोगों के ऊपर में अनेक प्रकार के पीड़ा, अन्याय कम सब कम किया गया।	निकु मुण्डा कोअ चेतन रे हटि कुटि तेको सदव, अन्याय कमि को कमि केदा।
फिर से उनलोगों को बुलाया जा रहा है, लेकिन वे नीचे नहीं उतर रहें हैं और कई प्रकार से उनलोगों को गाली दे रहें हैं।	ओड़ोःगेको रअः जद्कोअ, मेनदो काको अड़गुनतना अद् हटिकुटिको एरड.तना।
Reform, Perform, Transform के द्वारा मैंने इस वादे को विश्वास में बदल दिया है।	रिफोम, परफोम, ट्रांसफोम होरा ते अंञ ने वायदा के बिसुआस रे बदलि केदंञए।
उसके शरीर से पानी निकल जाने पर शायद उसकी सांस वापस आए।	होड़ोमो आते दाः को उड़ुङ चाबा को:रे सोंजोको जाःआए: बाइ रुआड़ाओ:आ।
पहाड़ पर चढ़ना चुनौती भरा साहसिक कार्य है।	मपरङ बुरू कोरे रकब मियद् डीड़गर कमि तनअ।
यह इसे जल की कमी वाली ग्रीष्मऋतु तक पीने का जल उपलब्ध करवाने वाला जल स्रोत बनाता है।	नेआ नेआके दअः रअः घटि तइन जेटेः साः जकेद् नूइ दअः नमोः दअः रअः स्रोतए बइतअः।
इसका क्या मतलब?	नेआरेअः चिकन मने (सनं)?
लड़इ लगाले, साहेब,	लड़इ लगाले, साहेब,
सुकरू-हां, शायद ऐसा हमलोग कह देंगे। असली साबूत अभी इस जगह पर हमलोग किससे पूछेंगे ?	सुकुरु -हे’गे जाअःबु मेनतअः। असल सबूतिदो नाअः नेतअःरे ओकोएबु कुलिअ?
मड़ुआ माता - तब मुझमें कौन सी ज्यादती देखकर, मेरे साथ बातचीत करने की इच्छा नहीं रही है?	कोदे एंगा - तोबेदो अइङरे चेकन बेजअम लेलकेद्ते, अइङलोः जागर का सनङजदमेअ ?
